location	word	transcription
Budel	straat	stʀɒt
Budel	straten	
Budel	te	tə
Budel	tijd	tit
Budel	toevallig	tufɑləç
Budel	van	fɑn
Budel	veel	føl
Budel	vraagt	fʀœçt
Budel	vrouw	fʀɒu
Budel	wil_1	wɪl
Budel	ze_1	sə
Budel	ziet_1	sɪt
Deerlijk	aan	
Deerlijk	agent	aχæt
Deerlijk	als	ɑt
Deerlijk	beiden	ɒlətwə
Deerlijk	besluit	
Deerlijk	bij	
Deerlijk	buiten	bœitn
Deerlijk	daar	
Deerlijk	dan_1	tɯn
Deerlijk	dat	dɑ
Deerlijk	de_6	də
Deerlijk	door	dʏr
Deerlijk	een_count	en
Deerlijk	een_det	nə
Deerlijk	er	də
Deerlijk	even	əbeitsə
Deerlijk	extra	
Deerlijk	gerinkel	rɪŋkəln
Deerlijk	glas	hlɐs
Deerlijk	glaszetter_1	χlɐzəmʌkər
Deerlijk	goed	
Deerlijk	gooien	smæitn
Deerlijk	he	ɛ
Deerlijk	heel	vrut
Deerlijk	hem	
Deerlijk	het	t
Deerlijk	hij_2	i
Deerlijk	hoek	ɯk
Deerlijk	houden	pɑkŋ
Deerlijk	huizen	œizn
Deerlijk	in_1	ɛn
Deerlijk	ineens	ɔmənəkɪr
Deerlijk	is	ɛs
Deerlijk	jongetje_2	fɪncə
Deerlijk	juist	ʒyst
Deerlijk	klein	klɛn
Deerlijk	klinkt	klɪŋkt
Deerlijk	korte	kɒrtn
Deerlijk	krijgen	krɛin
Deerlijk	later	dərɑxtər
Deerlijk	let	læt
Deerlijk	loopt	lœpt
Deerlijk	lopen	lœpm
Deerlijk	lukt	
Deerlijk	maar_1	mər
Deerlijk	met_1	mɪt
Deerlijk	mevrouw	frəuə
Deerlijk	naar	
Deerlijk	net	ʃystə
Deerlijk	niet	ni
Deerlijk	nou	ny
Deerlijk	nu	nə
Deerlijk	of	ɒfdɑt
Deerlijk	om	
Deerlijk	ontdaan	fəsχotn
Deerlijk	ook	
Deerlijk	op	ɔp
Deerlijk	pakken	
Deerlijk	politieagent	pəlisi
Deerlijk	repareren	fəmɒkŋ
Deerlijk	ruit	rʏtə
Deerlijk	ruiten	rœtn
Deerlijk	samen	tʏpə
Deerlijk	sneuvelen	brɪkŋ
Deerlijk	staan	
Deerlijk	stapt	kɔm
Deerlijk	steen	stɪn
Deerlijk	stil	stɛl
Deerlijk	straat	strʌtə
Deerlijk	straten	strʌtn
Deerlijk	te	
Deerlijk	tijd	teit
Deerlijk	toevallig	lœkŋ
Deerlijk	van	fɑn
Deerlijk	veel	fɪl
Deerlijk	vraagt	frɑht
Deerlijk	vrouw	frəuə
Deerlijk	wil_1	wɪl
Deerlijk	ze_1	sə
Deerlijk	ziet_1	zit
Den Burg	aan	
Den Burg	agent	pəlisi
Den Burg	als	ʌz
Den Burg	beiden	bɛiə
Den Burg	besluit	wɪl
Den Burg	bij	bei
Den Burg	buiten	bytə
Den Burg	daar	dɪr
Den Burg	dan_1	
Den Burg	dat	
Den Burg	de_6	də
Den Burg	door	
Den Burg	een_count	in
Den Burg	een_det	ən
Den Burg	er	ər
Den Burg	even	ənhɒrcə
Den Burg	extra	
Den Burg	gerinkel	xərɪŋkəl
Den Burg	glas	xlɔəs
Den Burg	glaszetter_1	xlɑzəmɑkər
Den Burg	goed	xut
Den Burg	gooien	xʊiə
Den Burg	he	
Den Burg	heel	
Den Burg	hem	
Den Burg	het	ət
Den Burg	hij_2	i
Den Burg	hoek	huk
Den Burg	houden	xripə
Den Burg	huizen	hyzə
Den Burg	in_1	ɪn
Den Burg	ineens	ɪninə
Den Burg	is	ɪs
Den Burg	jongetje_2	jɒxi
Den Burg	juist	krɛk
Den Burg	klein	klɛin
Den Burg	klinkt	
Den Burg	korte	
Den Burg	krijgen	
Den Burg	later	lɑtər
Den Burg	let	
Den Burg	loopt	lop
Den Burg	lopen	lopə
Den Burg	lukt	
Den Burg	maar_1	mʌ
Den Burg	met_1	mɪt
Den Burg	mevrouw	frɑu
Den Burg	naar	nɑ
Den Burg	net	nɛt
Den Burg	niet	
Den Burg	nou	
Den Burg	nu	nɑu
Den Burg	of	ɒf
Den Burg	om	
Den Burg	ontdaan	fəsxɪft
Den Burg	ook	
Den Burg	op	ɔp
Den Burg	pakken	
Den Burg	politieagent	pəlisi
Den Burg	repareren	
Den Burg	ruit	xlɔs
Den Burg	ruiten	rɑmə
Den Burg	samen	sampis
Den Burg	sneuvelen	xɑntəbɒrst
Den Burg	staan	
Den Burg	stapt	kɔmt
Den Burg	steen	stin
Den Burg	stil	stɪl
Den Burg	straat	strɪt
Den Burg	straten	
Den Burg	te	
Den Burg	tijd	
Den Burg	toevallig	
Den Burg	van	fɑn
Den Burg	veel	
Den Burg	vraagt	fraxt
Den Burg	vrouw	frɑu
Den Burg	wil_1	wɪl
Den Burg	ze_1	sə
Den Burg	ziet_1	sit
Dendermonde	aan	ʊn
Dendermonde	agent	
Dendermonde	als	
Dendermonde	beiden	
Dendermonde	besluit	
Dendermonde	bij	
Dendermonde	buiten	bɒœtə
Dendermonde	daar	
Dendermonde	dan_1	
Dendermonde	dat	dɑ
Dendermonde	de_6	
Dendermonde	door	
Dendermonde	een_count	in
Dendermonde	een_det	nə
Dendermonde	er	
Dendermonde	even	ətæcə
Dendermonde	extra	
Dendermonde	gerinkel	lɑwɑit
Dendermonde	glas	çlɑs
Dendermonde	glaszetter_1	rəɒtəmɔkər
Dendermonde	goed	çut
Dendermonde	gooien	smætn
Dendermonde	he	hei
Dendermonde	heel	
Dendermonde	hem	
Dendermonde	het	t
Dendermonde	hij_2	m
Dendermonde	hoek	
Dendermonde	houden	hɑə
Dendermonde	huizen	ɔzə
Dendermonde	in_1	ɪn
Dendermonde	ineens	inenekir
Dendermonde	is	ɪs
Dendermonde	jongetje_2	
Dendermonde	juist	
Dendermonde	klein	
Dendermonde	klinkt	
Dendermonde	korte	
Dendermonde	krijgen	kræχə
Dendermonde	later	nɐdi
Dendermonde	let	kɪkt
Dendermonde	loopt	pɑsɪrt
Dendermonde	lopen	
Dendermonde	lukt	
Dendermonde	maar_1	
Dendermonde	met_1	mɛt
Dendermonde	mevrouw	frɑ
Dendermonde	naar	
Dendermonde	net	
Dendermonde	niet	ni
Dendermonde	nou	
Dendermonde	nu	
Dendermonde	of	ɒf
Dendermonde	om	
Dendermonde	ontdaan	ʊhədon
Dendermonde	ook	
Dendermonde	op	ɔp
Dendermonde	pakken	pɑkə
Dendermonde	politieagent	pɒliʃəmɑn
Dendermonde	repareren	rəparɪrə
Dendermonde	ruit	fɛistər
Dendermonde	ruiten	fɛistərs
Dendermonde	samen	təsʊmm
Dendermonde	sneuvelen	
Dendermonde	staan	
Dendermonde	stapt	kɔm
Dendermonde	steen	sten
Dendermonde	stil	stɪləkəs
Dendermonde	straat	strʊt
Dendermonde	straten	
Dendermonde	te	
Dendermonde	tijd	
Dendermonde	toevallig	likə
Dendermonde	van	fɑn
Dendermonde	veel	
Dendermonde	vraagt	frʊçt
Dendermonde	vrouw	frɑ
Dendermonde	wil_1	mɒktɑvɑns
Dendermonde	ze_1	zə
Dendermonde	ziet_1	sit
Didam	aan	an
Didam	agent	plitsi
Didam	als	ɑt
Didam	beiden	ɑləbɛi
Didam	besluit	bəslyt
Didam	bij	bei
Didam	buiten	bytə
Didam	daar	dʊ
Didam	dan_1	dɑn
Didam	dat	dɑ
Didam	de_6	də
Didam	door	
Didam	een_count	en
Didam	een_det	ən
Didam	er	dər
Didam	even	ɛfkəs
Didam	extra	ɛkstra
Didam	gerinkel	çərɪŋkəl
Didam	glas	çlɑs
Didam	glaszetter_1	
Didam	goed	çut
Didam	gooien	çʊiə
Didam	he	hɛ
Didam	heel	hɪl
Didam	hem	əm
Didam	het	ət
Didam	hij_2	ə
Didam	hoek	huk
Didam	houden	hɒldə
Didam	huizen	hyzə
Didam	in_1	ɪn
Didam	ineens	inɛns
Didam	is	ɪs
Didam	jongetje_2	jʏŋskə
Didam	juist	krɛk
Didam	klein	klɛin
Didam	klinkt	klɪŋk
Didam	korte	kɒrtə
Didam	krijgen	kriçə
Didam	later	latər
Didam	let	kik
Didam	loopt	lʏp
Didam	lopen	lopə
Didam	lukt	lʏk
Didam	maar_1	mɒr
Didam	met_1	mɛt
Didam	mevrouw	frɑu
Didam	naar	nə
Didam	net	nɛt
Didam	niet	nit
Didam	nou	nə
Didam	nu	nɒu
Didam	of	ɒf
Didam	om	ʏm
Didam	ontdaan	fəsçrɪk
Didam	ook	ok
Didam	op	ɔp
Didam	pakken	pɑkə
Didam	politieagent	plitsi
Didam	repareren	makə
Didam	ruit	rut
Didam	ruiten	rutə
Didam	samen	samə
Didam	sneuvelen	snøfələ
Didam	staan	
Didam	stapt	kʏmp
Didam	steen	kɛi
Didam	stil	stɪl
Didam	straat	strɔt
Didam	straten	
Didam	te	tə
Didam	tijd	tit
Didam	toevallig	tufɑləç
Didam	van	fɑn
Didam	veel	fœl
Didam	vraagt	frʏç
Didam	vrouw	frɑu
Didam	wil_1	ʋɪl
Didam	ze_1	zə
Didam	ziet_1	sʏt
Diepenbeek	aan	ʌ
Diepenbeek	agent	pəlis
Diepenbeek	als	ɑs
Diepenbeek	beiden	ɑləbæ
Diepenbeek	besluit	wil
Diepenbeek	bij	bɛ
Diepenbeek	buiten	bɔtə
Diepenbeek	daar	
Diepenbeek	dan_1	dɑn
Diepenbeek	dat	
Diepenbeek	de_6	də
Diepenbeek	door	dʏʀ
Diepenbeek	een_count	ein
Diepenbeek	een_det	ənə
Diepenbeek	er	ə
Diepenbeek	even	əbitʃə
Diepenbeek	extra	ækstʀə
Diepenbeek	gerinkel	ʀiŋkələn
Diepenbeek	glas	çlɒs
Diepenbeek	glaszetter_1	çlɑzəmɑkəʀ
Diepenbeek	goed	çut
Diepenbeek	gooien	çuiə
Diepenbeek	he	
Diepenbeek	heel	hil
Diepenbeek	hem	
Diepenbeek	het	t
Diepenbeek	hij_2	əʀ
Diepenbeek	hoek	huk
Diepenbeek	houden	haɡə
Diepenbeek	huizen	hœys
Diepenbeek	in_1	ɛn
Diepenbeek	ineens	ɔpɛns
Diepenbeek	is	ɪs
Diepenbeek	jongetje_2	mænəkə
Diepenbeek	juist	
Diepenbeek	klein	
Diepenbeek	klinkt	
Diepenbeek	korte	
Diepenbeek	krijgen	kʁɛeçə
Diepenbeek	later	lʌtəʀ
Diepenbeek	let	læt
Diepenbeek	loopt	kʏmt
Diepenbeek	lopen	loupə
Diepenbeek	lukt	
Diepenbeek	maar_1	mɑ
Diepenbeek	met_1	
Diepenbeek	mevrouw	fʀəu
Diepenbeek	naar	nə
Diepenbeek	net	ʒyst
Diepenbeek	niet	nɪ
Diepenbeek	nou	
Diepenbeek	nu	nɒu
Diepenbeek	of	
Diepenbeek	om	
Diepenbeek	ontdaan	hiləçɑnzʏfəʀətuʀ
Diepenbeek	ook	
Diepenbeek	op	ɔp
Diepenbeek	pakken	
Diepenbeek	politieagent	pəlis
Diepenbeek	repareren	mʌkə
Diepenbeek	ruit	
Diepenbeek	ruiten	ʀʌtə
Diepenbeek	samen	bəden
Diepenbeek	sneuvelen	
Diepenbeek	staan	
Diepenbeek	stapt	kʏmp
Diepenbeek	steen	sten
Diepenbeek	stil	stɪl
Diepenbeek	straat	stʀodə
Diepenbeek	straten	
Diepenbeek	te	
Diepenbeek	tijd	
Diepenbeek	toevallig	
Diepenbeek	van	fɑn
Diepenbeek	veel	føl
Diepenbeek	vraagt	fʀʏç
Diepenbeek	vrouw	fʀəu
Diepenbeek	wil_1	wɪlt
Diepenbeek	ze_1	zə
Diepenbeek	ziet_1	zit
Dokkum	aan	an
Dokkum	agent	plisi
Dokkum	als	ɑt
Dokkum	beiden	bɛidn
Dokkum	besluit	bəslyt
Dokkum	bij	
Dokkum	buiten	
Dokkum	daar	də
Dokkum	dan_1	dan
Dokkum	dat	
Dokkum	de_6	də
Dokkum	door	dʊr
Dokkum	een_count	
Dokkum	een_det	n
Dokkum	er	dər
Dokkum	even	eifə
Dokkum	extra	
Dokkum	gerinkel	ɡərɪŋkəl
Dokkum	glas	ɡlɑs
Dokkum	glaszetter_1	ɡl̴asɛtər
Dokkum	goed	ɡut
Dokkum	gooien	ɡʊiə
Dokkum	he	
Dokkum	heel	
Dokkum	hem	
Dokkum	het	ət
Dokkum	hij_2	ər
Dokkum	hoek	hukə
Dokkum	houden	hɑudn
Dokkum	huizen	
Dokkum	in_1	
Dokkum	ineens	ɪnis
Dokkum	is	ɪs
Dokkum	jongetje_2	jɔŋkjə
Dokkum	juist	krɛk
Dokkum	klein	klɛin
Dokkum	klinkt	
Dokkum	korte	kɒrtə
Dokkum	krijgen	kræiə
Dokkum	later	l̴atər
Dokkum	let	siət
Dokkum	loopt	loupt
Dokkum	lopen	lʌupən
Dokkum	lukt	
Dokkum	maar_1	mɑr
Dokkum	met_1	mɛd
Dokkum	mevrouw	frau
Dokkum	naar	
Dokkum	net	krɛkt
Dokkum	niet	nit
Dokkum	nou	
Dokkum	nu	
Dokkum	of	ɒf
Dokkum	om	
Dokkum	ontdaan	
Dokkum	ook	
Dokkum	op	ɔp
Dokkum	pakken	pakŋ
Dokkum	politieagent	plisi
Dokkum	repareren	
Dokkum	ruit	
Dokkum	ruiten	rytn
Dokkum	samen	
Dokkum	sneuvelen	snøfələ
Dokkum	staan	
Dokkum	stapt	
Dokkum	steen	stɪən
Dokkum	stil	stɪl
Dokkum	straat	strat
Dokkum	straten	stratn
Dokkum	te	tə
Dokkum	tijd	tit
Dokkum	toevallig	
Dokkum	van	
Dokkum	veel	
Dokkum	vraagt	fraxt
Dokkum	vrouw	frau
Dokkum	wil_1	sɪl
Dokkum	ze_1	
Dokkum	ziet_1	sit
Dordrecht	aan	
Dordrecht	agent	dindər
Dordrecht	als	ɑls
Dordrecht	beiden	
Dordrecht	besluit	
Dordrecht	bij	
Dordrecht	buiten	bœtə
Dordrecht	daar	dar
Dordrecht	dan_1	
Dordrecht	dat	
Dordrecht	de_6	də
Dordrecht	door	dʊr
Dordrecht	een_count	ein
Dordrecht	een_det	ə
Dordrecht	er	ər
Dordrecht	even	
Dordrecht	extra	
Dordrecht	gerinkel	
Dordrecht	glas	
Dordrecht	glaszetter_1	
Dordrecht	goed	xut
Dordrecht	gooien	xʊiə
Dordrecht	he	hei
Dordrecht	heel	
Dordrecht	hem	
Dordrecht	het	hɛt
Dordrecht	hij_2	hɛi
Dordrecht	hoek	huk
Dordrecht	houden	
Dordrecht	huizen	hœyzə
Dordrecht	in_1	
Dordrecht	ineens	
Dordrecht	is	ɪs
Dordrecht	jongetje_2	knapi
Dordrecht	juist	
Dordrecht	klein	klɛin
Dordrecht	klinkt	
Dordrecht	korte	
Dordrecht	krijgen	
Dordrecht	later	
Dordrecht	let	lɛt
Dordrecht	loopt	
Dordrecht	lopen	
Dordrecht	lukt	
Dordrecht	maar_1	
Dordrecht	met_1	
Dordrecht	mevrouw	frɑu
Dordrecht	naar	nə
Dordrecht	net	næt
Dordrecht	niet	nit
Dordrecht	nou	
Dordrecht	nu	ny
Dordrecht	of	
Dordrecht	om	
Dordrecht	ontdaan	
Dordrecht	ook	
Dordrecht	op	
Dordrecht	pakken	pɑkə
Dordrecht	politieagent	jyt
Dordrecht	repareren	mɑkə
Dordrecht	ruit	
Dordrecht	ruiten	raytə
Dordrecht	samen	
Dordrecht	sneuvelen	snøfələ
Dordrecht	staan	
Dordrecht	stapt	stɑp
Dordrecht	steen	stein
Dordrecht	stil	stɪl
Dordrecht	straat	
Dordrecht	straten	stratə
Dordrecht	te	
Dordrecht	tijd	
Dordrecht	toevallig	tufɒləx
Dordrecht	van	fɑn
Dordrecht	veel	
Dordrecht	vraagt	frɑxt
Dordrecht	vrouw	ʋɛf
Dordrecht	wil_1	wʏl
Dordrecht	ze_1	sə
Dordrecht	ziet_1	sin
Eelde	aan	æ
Eelde	agent	axɛt
Eelde	als	ɑz
Eelde	beiden	ɑləbɑi
Eelde	besluit	ʋɪ
Eelde	bij	bi
Eelde	buiten	butn
Eelde	daar	dʊ
Eelde	dan_1	dan
Eelde	dat	dɑ
Eelde	de_6	də
Eelde	door	
Eelde	een_count	ɑi
Eelde	een_det	n
Eelde	er	dər
Eelde	even	eibm
Eelde	extra	ɛkstrə
Eelde	gerinkel	xərɪŋkəl
Eelde	glas	xlas
Eelde	glaszetter_1	xlasɛtər
Eelde	goed	xɑut
Eelde	gooien	xʊin
Eelde	he	hei
Eelde	heel	
Eelde	hem	əm
Eelde	het	hət
Eelde	hij_2	e
Eelde	hoek	hɑuk
Eelde	houden	hʌll
Eelde	huizen	huzn
Eelde	in_1	ɪn
Eelde	ineens	ɪnɑis
Eelde	is	ɪs
Eelde	jongetje_2	jɔŋki
Eelde	juist	nɛt
Eelde	klein	klain
Eelde	klinkt	klɪŋkt
Eelde	korte	kœrdə
Eelde	krijgen	kriɡŋ
Eelde	later	lɔtər
Eelde	let	lɛt
Eelde	loopt	lɒp
Eelde	lopen	
Eelde	lukt	lʏkt
Eelde	maar_1	mʌr
Eelde	met_1	mɛt
Eelde	mevrouw	
Eelde	naar	nə
Eelde	net	nɛt
Eelde	niet	nait
Eelde	nou	
Eelde	nu	nɑu
Eelde	of	ɒf
Eelde	om	
Eelde	ontdaan	ɔndɔn
Eelde	ook	ouk
Eelde	op	ɔp
Eelde	pakken	pakŋ
Eelde	politieagent	plitsiɑxɛt
Eelde	repareren	mɒkŋ
Eelde	ruit	rut
Eelde	ruiten	rʊmm
Eelde	samen	sɔmm
Eelde	sneuvelen	
Eelde	staan	stɒn
Eelde	stapt	stap
Eelde	steen	stɑin
Eelde	stil	stɪl
Eelde	straat	strʊt
Eelde	straten	
Eelde	te	
Eelde	tijd	tit
Eelde	toevallig	təfɑləx
Eelde	van	fan
Eelde	veel	
Eelde	vraagt	frax
Eelde	vrouw	frɑu
Eelde	wil_1	ʋʏl
Eelde	ze_1	zə
Eelde	ziet_1	sʏt
Ermelo	aan	
Ermelo	agent	dindər
Ermelo	als	ɑs
Ermelo	beiden	
Ermelo	besluit	
Ermelo	bij	bi
Ermelo	buiten	bytn
Ermelo	daar	
Ermelo	dan_1	dɑn
Ermelo	dat	dɑ
Ermelo	de_6	də
Ermelo	door	dʏr
Ermelo	een_count	
Ermelo	een_det	ən
Ermelo	er	ər
Ermelo	even	ɛfə
Ermelo	extra	
Ermelo	gerinkel	xərɑməl
Ermelo	glas	xlɑs
Ermelo	glaszetter_1	xlʊzəzɛtər
Ermelo	goed	xut
Ermelo	gooien	xʊiən
Ermelo	he	hei
Ermelo	heel	
Ermelo	hem	
Ermelo	het	t
Ermelo	hij_2	i
Ermelo	hoek	huk
Ermelo	houden	
Ermelo	huizen	
Ermelo	in_1	
Ermelo	ineens	ɪnens
Ermelo	is	ɪs
Ermelo	jongetje_2	jɔŋəcə
Ermelo	juist	nɛt
Ermelo	klein	klɛin
Ermelo	klinkt	klɪŋkt
Ermelo	korte	
Ermelo	krijgen	krixə
Ermelo	later	lɒtər
Ermelo	let	kikt
Ermelo	loopt	lœp
Ermelo	lopen	rœnn
Ermelo	lukt	
Ermelo	maar_1	
Ermelo	met_1	mɛt
Ermelo	mevrouw	frɑu
Ermelo	naar	nə
Ermelo	net	nɛt
Ermelo	niet	nit
Ermelo	nou	
Ermelo	nu	
Ermelo	of	
Ermelo	om	
Ermelo	ontdaan	fəsxrɪkt
Ermelo	ook	
Ermelo	op	ɔp
Ermelo	pakken	
Ermelo	politieagent	dindər
Ermelo	repareren	makə
Ermelo	ruit	ryt
Ermelo	ruiten	rytn
Ermelo	samen	
Ermelo	sneuvelen	breikənkəpɒt
Ermelo	staan	
Ermelo	stapt	kɔmt
Ermelo	steen	kɛi
Ermelo	stil	stɪl
Ermelo	straat	strɔt
Ermelo	straten	
Ermelo	te	
Ermelo	tijd	
Ermelo	toevallig	tufɑləx
Ermelo	van	
Ermelo	veel	
Ermelo	vraagt	fraxt
Ermelo	vrouw	frɑu
Ermelo	wil_1	ʋɪl
Ermelo	ze_1	zə
Ermelo	ziet_1	zit
Eys	aan	ɑ
Eys	agent	pəlis
Eys	als	wɛnt
Eys	beiden	
Eys	besluit	
Eys	bij	bei
Eys	buiten	butə
Eys	daar	də
Eys	dan_1	dɑ
Eys	dat	dɑt
Eys	de_6	də
Eys	door	dœʀç
Eys	een_count	ein
Eys	een_det	ənə
Eys	er	
Eys	even	æfə
Eys	extra	ɛkstʀə
Eys	gerinkel	çəʀɪŋkəl
Eys	glas	çlɑs
Eys	glaszetter_1	çlɑsætəʀ
Eys	goed	çut
Eys	gooien	bʀʏiə
Eys	he	hɛ
Eys	heel	hil
Eys	hem	əm
Eys	het	hɛd
Eys	hij_2	hɪʀ
Eys	hoek	ɛk
Eys	houden	hɒdə
Eys	huizen	huzəʀ
Eys	in_1	ɪn
Eys	ineens	ɪnɛns
Eys	is	ɪʃ
Eys	jongetje_2	jʏŋskə
Eys	juist	jyst
Eys	klein	klɛn
Eys	klinkt	
Eys	korte	
Eys	krijgen	kʀiçə
Eys	later	spidəʀ
Eys	let	lɛt
Eys	loopt	çet
Eys	lopen	
Eys	lukt	lœkt
Eys	maar_1	maʀ
Eys	met_1	mæt
Eys	mevrouw	fʀɒu
Eys	naar	nə
Eys	net	çʀat
Eys	niet	nɪt
Eys	nou	
Eys	nu	nu
Eys	of	ɒf
Eys	om	œm
Eys	ontdaan	əntsæt
Eys	ook	ouç
Eys	op	ɔp
Eys	pakken	
Eys	politieagent	blɑuə
Eys	repareren	mʌkə
Eys	ruit	ʀut
Eys	ruiten	ʀutə
Eys	samen	sɑmə
Eys	sneuvelen	ʃnøfələ
Eys	staan	
Eys	stapt	kʏmt
Eys	steen	ʃte
Eys	stil	ʃtɛl
Eys	straat	wɛç
Eys	straten	
Eys	te	tə
Eys	tijd	tit
Eys	toevallig	tufɑləç
Eys	van	fən
Eys	veel	fœl
Eys	vraagt	fʀʊçt
Eys	vrouw	fʀɒu
Eys	wil_1	wɪlt
Eys	ze_1	zə
Eys	ziet_1	sit
Finsterwolde	aan	æ
Finsterwolde	agent	plitsi
