location	word	trs
ndasa B241/2	belly-sg.dat	mɔɔyi
mahongwe sama B251/2	belly-sg.dat	ooyi
tsogo B31	belly-sg.dat	ebui
himba B312	belly-sg.dat	ibuyi
ibongo  B401	belly-sg.dat	mooyi
pinzi B311	belly-sg.dat	buyi
pove B22c (B305)	belly-sg.dat	ebumu
shira B41	belly-sg.dat	Ġivumu
shira bwali B41	belly-sg.dat	difumu
sangu B42/1	belly-sg.dat	difumu
sangu B42/2	belly-sg.dat	difumu
punu B43/1	belly-sg.dat	moodʒi
punu B43/2	belly-sg.dat	modzi
lumbu B44	belly-sg.dat	ifumu
lumbu yi tandu B44	belly-sg.dat	ifumu
lumbu yi banda B44	belly-sg.dat	difumu
Lumbu 4 B44	belly-sg.dat	difumu
bwisi B410	belly-sg.dat	ifumu
varama B414/1	belly-sg.dat	difumu
varama B414/2	belly-sg.dat	đifuumu
vungu B431/1 (Nasse)	belly-sg.dat	oyi
vungu B431/2 (1986)	belly-sg.dat	difumu
duma B51	belly-sg.dat	moyi
nzebi B52/1	belly-sg.dat	mooyi
nzebi B52/2	belly-sg.dat	mooyi
tsaangi B53	belly-sg.dat	mooŅi
liwanji B511	belly-sg.dat	mɔyi
(o)mbamba B62/1 (1973)	belly-sg.dat	muwo
(o)mbamba B62/2 (1986)	belly-sg.dat	muɔ
(o)mbamba B62/3 (1989)	belly-sg.dat	muɔ
nduumo B63/1	belly-sg.dat	mwoŅi
nduumo B63/2	belly-sg.dat	mwoyi
teke Boundji B70	belly-sg.dat	mwoyi
teke Omvula B70	belly-sg.dat	mwe
teke komono B70	belly-sg.dat	moyu
teke kaleiB70	belly-sg.dat	èla
B72a ngungwel	belly-sg.dat	mwii
teke tsaayi B73a/1 (Bouka)	belly-sg.dat	muɔyi
teke tsaayi B73a/2 (Libele)	belly-sg.dat	muuyo
mpongwe B11a	big-pl.dat	ipolo
mbangwe B23	big-pl.dat	banèni
benga A34/1	big-sg.dat	nènè
benga A34/2	big-sg.dat	nènè
fang souanke A75	big-sg.dat	ayap
fang meke A75	big-sg.dat	nn∂n
fang ntumu A75	big-sg.dat	nn∂n
bekwil A85b	big-sg.dat	èđaa
kwel A85b	big-sg.dat	boto
kwele A85b	big-sg.dat	boota
mpongwe B11a	big-sg.dat	polo
galwa B11c/1	big-sg.dat	mpolo
galwa B11c/2	big-sg.dat	ompolɔ
nkomi B11e	big-sg.dat	βolo
sekiyani B21	big-sg.dat	nènè
ngom kele B22b	big-sg.dat	nène
mbangwe B23	big-sg.dat	unèni
wumbvu B24/1	big-sg.dat	laayi
wumbvu B24/2	big-sg.dat	mulaayi
kota B25/1	big-sg.dat	onene
kota B25/2	big-sg.dat	bwaba
kota B25/4	big-sg.dat	bonènè
kota B25/5	big-sg.dat	Ņaba
sake B252/1	big-sg.dat	uneni
sake B252/2	big-sg.dat	unèni
mahongwe B251/1	big-sg.dat	nènè
ndasa B241/1	big-sg.dat	olayi
ndasa B241/2	big-sg.dat	ŋwalaayi
mahongwe sama B251/2	big-sg.dat	nènè
tsogo B31	big-sg.dat	evunda
himba B312	big-sg.dat	voo
ibongo  B401	big-sg.dat	la
pinzi B311	big-sg.dat	laβa
pove B22c (B305)	big-sg.dat	teta
shira B41	big-sg.dat	nènè
shira bwali B41	big-sg.dat	neni
sangu B42/1	big-sg.dat	nena
sangu B42/2	big-sg.dat	umula
punu B43/1	big-sg.dat	bula
punu B43/2	big-sg.dat	ɡivunda
lumbu B44	big-sg.dat	nene
lumbu yi tandu B44	big-sg.dat	bul∂
lumbu yi banda B44	big-sg.dat	nèna
Lumbu 4 B44	big-sg.dat	mukulund∂
bwisi B410	big-sg.dat	bula
varama B414/1	big-sg.dat	yineni
varama B414/2	big-sg.dat	xineeni
vungu B431/1 (Nasse)	big-sg.dat	ĠunèĠ∂
vungu B431/2 (1986)	big-sg.dat	Ġineni
duma B51	big-sg.dat	bula
nzebi B52/1	big-sg.dat	bunènè
nzebi B52/2	big-sg.dat	la
tsaangi B53	big-sg.dat	la
liwanji B511	big-sg.dat	la
(o)mbamba B62/1 (1973)	big-sg.dat	okuru
(o)mbamba B62/2 (1986)	big-sg.dat	onini
(o)mbamba B62/3 (1989)	big-sg.dat	ɔla
nduumo B63/2	big-sg.dat	neni
kaningi B631	big-sg.dat	bineni
teke Boundji B70	big-sg.dat	kulu
teke Omvula B70	big-sg.dat	nini
teke komono B70	big-sg.dat	nyini
teke kaleiB70	big-sg.dat	otèlè
B72a ngungwel	big-sg.dat	nene
teke tsaayi B73a/1 (Bouka)	big-sg.dat	mula
teke tsaayi B73a/2 (Libele)	big-sg.dat	la
benga A34/1	bird-pl.dat	lɔnɔni
benga A34/2	bird-pl.dat	lonɔni
fang souanke A75	bird-pl.dat	anɔn
bekwil A85b	bird-pl.dat	enɪn
kwele A85b	bird-pl.dat	inin
mpongwe B11a	bird-pl.dat	inyɔni
nkomi B11e	bird-pl.dat	inyɔni
mbangwe B23	bird-pl.dat	banoni
kota B25/1	bird-pl.dat	boŅodi
kota B25/2	bird-pl.dat	maŅodyi
kota B25/4	bird-pl.dat	manɔdyi
sake B252/2	bird-pl.dat	binɔnuu
ndasa B241/1	bird-pl.dat	baŅɔɔdi
ndasa B241/2	bird-pl.dat	baŅɔɔdi
himba B312	bird-pl.dat	dinyɔyi
ibongo  B401	bird-pl.dat	baŅoode
pinzi B311	bird-pl.dat	diŅoyi
sangu B42/2	bird-pl.dat	banyonyi
punu B43/1	bird-pl.dat	batsoli
lumbu B44	bird-pl.dat	tsiŅuŅi
lumbu yi tandu B44	bird-pl.dat	tsinyunyi
bwisi B410	bird-pl.dat	tsinini
nzebi B52/1	bird-pl.dat	baŅodi
nzebi B52/2	bird-pl.dat	baŅudi
tsaangi B53	bird-pl.dat	baŅuŅi
liwanji B511	bird-pl.dat	banyɔdi
(o)mbamba B62/3 (1989)	bird-pl.dat	eŅɔyi
kaningi B631	bird-pl.dat	baŅɔri
teke kaleiB70	bird-pl.dat	aŅuni
teke tsaayi B73a/1 (Bouka)	bird-pl.dat	baŋwini
teke tsaayi B73a/2 (Libele)	bird-pl.dat	baŅuni
benga A34/1	bird-sg.dat	inɔni
benga A34/2	bird-sg.dat	inɔni
fang souanke A75	bird-sg.dat	ɔnɔn
fang meke A75	bird-sg.dat	onɔn
fang ntumu A75	bird-sg.dat	onɔn
bekwil A85b	bird-sg.dat	nɪn
kwel A85b	bird-sg.dat	nin
kwele A85b	bird-sg.dat	nin
mpongwe B11a	bird-sg.dat	nyɔni
galwa B11c/1	bird-sg.dat	nyɔni
galwa B11c/2	bird-sg.dat	nyoni
nkomi B11e	bird-sg.dat	nyɔni
sekiyani B21	bird-sg.dat	t∫inɔɔnu
ngom kele B22b	bird-sg.dat	inonè
mbangwe B23	bird-sg.dat	inoni
wumbvu B24/1	bird-sg.dat	Ņɔɔdʒi
wumbvu B24/2	bird-sg.dat	Ņɔɔdʒi
kota B25/1	bird-sg.dat	Ņodi
kota B25/2	bird-sg.dat	iŅodyi
kota B25/4	bird-sg.dat	inɔdyi
kota B25/5	bird-sg.dat	Ņɔdi
sake B252/2	bird-sg.dat	nɔnuu
mahongwe B251/1	bird-sg.dat	nyoodi
ndasa B241/1	bird-sg.dat	Ņɔɔdi
ndasa B241/2	bird-sg.dat	Ņɔɔdi
mahongwe sama B251/2	bird-sg.dat	nyoodi
tsogo B31	bird-sg.dat	nyɔyi
himba B312	bird-sg.dat	enyɔyi
ibongo  B401	bird-sg.dat	Ņoode
pinzi B311	bird-sg.dat	eŅɔyi
pove B22c (B305)	bird-sg.dat	ŅoŅi
shira B41	bird-sg.dat	nyɔni
shira bwali B41	bird-sg.dat	nyɔni
sangu B42/1	bird-sg.dat	nyoonyi
sangu B42/2	bird-sg.dat	nyonyi
punu B43/1	bird-sg.dat	tsoli
punu B43/2	bird-sg.dat	tsoli
lumbu B44	bird-sg.dat	iŅuŅi
lumbu yi tandu B44	bird-sg.dat	nyunyi
lumbu yi banda B44	bird-sg.dat	ŅuŅi
Lumbu 4 B44	bird-sg.dat	toli
bwisi B410	bird-sg.dat	nini
varama B414/1	bird-sg.dat	nyoni
varama B414/2	bird-sg.dat	nyoni
vungu B431/1 (Nasse)	bird-sg.dat	soli
vungu B431/2 (1986)	bird-sg.dat	tsɔli
duma B51	bird-sg.dat	Ņodi
nzebi B52/1	bird-sg.dat	Ņodi
nzebi B52/2	bird-sg.dat	Ņudi
tsaangi B53	bird-sg.dat	ŅuŅi
liwanji B511	bird-sg.dat	nyɔdi
(o)mbamba B62/1 (1973)	bird-sg.dat	Ņoyi
(o)mbamba B62/2 (1986)	bird-sg.dat	Ņwi
(o)mbamba B62/3 (1989)	bird-sg.dat	Ņɔyi
nduumo B63/2	bird-sg.dat	Ņori
kaningi B631	bird-sg.dat	Ņɔri
teke Boundji B70	bird-sg.dat	nŅoni
teke Omvula B70	bird-sg.dat	mpuuri
teke komono B70	bird-sg.dat	nyune
teke kaleiB70	bird-sg.dat	Ņuni
B72a ngungwel	bird-sg.dat	nyoni
teke tsaayi B73a/1 (Bouka)	bird-sg.dat	ŋwini
teke tsaayi B73a/2 (Libele)	bird-sg.dat	Ņuni
benga A34/1	bite-sg.dat	okoma
benga A34/2	bite-sg.dat	ikoma
fang meke A75	bite-sg.dat	e·lwan
fang ntumu A75	bite-sg.dat	alob
bekwil A85b	bite-sg.dat	èkuaal
kwel A85b	bite-sg.dat	èkual
kwele A85b	bite-sg.dat	ètwar
